backend-1  | 20260914 02:14:17.938768 UTC 1 ERROR REFUND_REQUIRES_ACTION refund=RFD-e2d872a0-f1b7-4019-8bb9-43de5d29dfd7 - PaymentReconciliationService.cpp:263
backend-1  | 20260914 02:14:42.054921 UTC 1 ERROR REFUND_PROVIDER_BLOCKED code=STRIPE_REFUND_MISMATCH refund=RFD-1894ef3d-512e-4c1b-9c12-5ca8d32972d8 - PaymentReconciliationService.cpp:243
backend-1  | 20260914 02:14:50.070758 UTC 1 ERROR REFUND_PROVIDER_BLOCKED code=STRIPE_REFUND_MISMATCH refund=RFD-998eb047-2873-4f58-bf76-8a60ee29854c - PaymentReconciliationService.cpp:243
backend-1  | 20260914 02:14:58.089326 UTC 1 ERROR REFUND_PROVIDER_BLOCKED code=STRIPE_REFUND_MISMATCH refund=RFD-6fc3dcac-8158-422b-a630-2534c2179827 - PaymentReconciliationService.cpp:243
backend-1  | 20260914 02:15:06.114971 UTC 1 ERROR REFUND_PROVIDER_BLOCKED code=STRIPE_REFUND_PAGINATION refund=RFD-5fafc752-c75f-423e-bd06-b9ea559a4c29 - PaymentReconciliationService.cpp:243
backend-1  | 20260914 02:15:22.158633 UTC 1 ERROR * Line 1, Column 2
backend-1  |   Missing '}' or object member name
backend-1  |  - HttpResponseImpl.cc:1156
backend-1  | 20260914 02:15:22.158655 UTC 1 ERROR body: {broken-json - HttpResponseImpl.cc:1157
backend-1  | 20260914 02:15:24.165686 UTC 1 ERROR * Line 1, Column 2
backend-1  |   Missing '}' or object member name
backend-1  |  - HttpResponseImpl.cc:1156
backend-1  | 20260914 02:15:24.165703 UTC 1 ERROR body: {broken-json - HttpResponseImpl.cc:1157
backend-1  | 20260914 02:15:30.181086 UTC 1 ERROR REFUND_PROVIDER_BLOCKED code=STRIPE_REFUND_PAGINATION refund=RFD-d192c4af-23f0-43ab-b0f6-c69960e6845f - PaymentReconciliationService.cpp:243
backend-1  | 20260914 02:15:38.197085 UTC 1 ERROR REFUND_PROVIDER_BLOCKED code=STRIPE_MULTIPLE_REFUND_CONFLICT refund=RFD-e8768bb6-043f-4860-8327-3758b28e574d - PaymentReconciliationService.cpp:243
backend-1  | 20260914 02:15:46.211967 UTC 1 ERROR REFUND_PROVIDER_BLOCKED code=STRIPE_REFUND_MISMATCH refund=RFD-83379f47-2e73-4eda-80c6-d0756209e370 - PaymentReconciliationService.cpp:243
backend-1  | 20260914 02:15:54.632112 UTC 1 ERROR REFUND_PROVIDER_BLOCKED code=STRIPE_REFUND_PAGINATION refund=RFD-3159402c-ef8d-4805-96ef-87d83e66ff8b - PaymentReconciliationService.cpp:243
backend-1  | 20260914 02:16:02.661667 UTC 1 ERROR REFUND_PROVIDER_BLOCKED code=STRIPE_REFUND_MISMATCH refund=RFD-e7eda586-edf9-4727-b0a4-6e06467eeb78 - PaymentReconciliationService.cpp:243
backend-1  | 20260914 02:16:10.723137 UTC 1 ERROR REFUND_PROVIDER_BLOCKED code=STRIPE_REFUND_PAGINATION refund=RFD-731a4634-5952-4e09-a124-6a6cbcb277c8 - PaymentReconciliationService.cpp:243
backend-1  | 20260914 02:16:26.899885 UTC 20 ERROR REFUND_INVARIANT stage=seat_shape refund=RFD-3f08bcdd-7e23-4af7-b66f-5663003ab57e - RefundLifecycleService.cpp:42
backend-1  | 20260914 02:16:26.899911 UTC 20 ERROR Payment reconciliation failures=1 - PaymentReconciliationWorker.cpp:37
backend-1  | 20260914 02:16:26.900153 UTC 20 DEBUG [operator()] Transaction roll back! - TransactionImpl.cc:169
